name,reviews,rating,category,address,website,url,query,facebook_ads_search
Edgeline Planners @ IMM Mall,97,4.9,Interior designer,"2 Jurong East Street 21, #03-132/133 IMM Building, Singapore 609601",edgeline.com.sg,https://www.google.com/maps/place/Edgeline+Planners+@+IMM+Mall/data=!4m7!3m6!1s0x31da100ddadb696b:0x77252952a2bc18c6!8m2!3d1.3349575!4d103.7468492!16s%2Fg%2F1tdrtvc2!19sChIJa2nb2g0Q2jERxhi8olIpJXc?authuser=0&hl=en&rclk=1,interior designer Jurong Singapore,@edgeline_planners
Swiss Interior Design,94,4.8,Interior designer,"9002 Tampines Street 93, #03-70, Singapore 528836",swissinterior.com.sg,https://www.google.com/maps/search/?api=1&query=Swiss%20Interior%20Design%209002%20Tampines%20Street%2093%2C%20%2303-70%2C%20Singapore%20528836,interior design company Singapore,@swissinterior
OVON Design (Balestier),93,4.9,Interior designer,"534 Balestier Rd, Singapore 329860",ovon-d.com,https://www.google.com/maps/place/OVON+Design+%28Balestier%29/data=!4m7!3m6!1s0x31da17f118a03651:0x4152a1ff747583e1!8m2!3d1.3267022!4d103.8455713!16s%2Fg%2F11tn_x0cmj!19sChIJUTagGPEX2jER4YN1dP-hUkE?authuser=0&hl=en&rclk=1,interior designer Balestier Singapore,@ovon_design
Space Factor Pte Ltd,93,4.8,Interior designer,"122 Eunos Ave 7, #08-03 Richfield Industrial Centre, Singapore 409575",spacefactor.com.sg,https://www.google.com/maps/place/Space+Factor+Pte+Ltd/data=!4m7!3m6!1s0x31da181e979ee40d:0xe4658f5f07ac8c1a!8m2!3d1.3234224!4d103.8960535!16s%2Fg%2F119v_3sdt!19sChIJDeSelx4Y2jERGoysB1-PZeQ?authuser=0&hl=en&rclk=1,interior designer Orchard Singapore,@spacefactor_interior
Unimax Creative,90,4.9,Interior designer,"81 Ubi Ave 4, #01-22 UB. One, Singapore 408830",unimax.com.sg,https://www.google.com/maps/search/?api=1&query=Unimax%20Creative%2081%20Ubi%20Ave%204%2C%20%2301-22%20UB.%20One%2C%20Singapore%20408830,interior design company Singapore,
SEIJI Interior,88,4.9,Interior designer,"33 Ubi Ave 3, #07-08, Singapore 408868",seijiinterior.com,https://www.google.com/maps/place/SEIJI+Interior/data=!4m7!3m6!1s0x31da17ab5d70408d:0xc7ddf4414771635d!8m2!3d1.3334826!4d103.8939684!16s%2Fg%2F11x18qlfdy!19sChIJjUBwXasX2jERXWNxR0H03cc?authuser=0&hl=en&rclk=1,interior designer Ubi Singapore,@seijiinterior
Areana Creation Pte Ltd,87,4.5,Interior designer,"269 Balestier Rd, #01-01, Singapore 329720",areanacreation.com,https://www.google.com/maps/search/?api=1&query=Areana%20Creation%20Pte%20Ltd%20269%20Balestier%20Rd%2C%20%2301-01%2C%20Singapore%20329720,interior design company Singapore,@areanacreation
REGO Interior Design,86,5,Interior designer,"7 Gambas Cres, #01-22 ARK@Gambas, Singapore 757087",regointerior.sg,https://www.google.com/maps/place/REGO+Interior+Design/data=!4m7!3m6!1s0x31da13370ff7af77:0xf192ba21325c12fe!8m2!3d1.4446663!4d103.812556!16s%2Fg%2F11t_t_yksf!19sChIJd6_3DzcT2jER_hJcMiG6kvE?authuser=0&hl=en&rclk=1,interior designer Woodlands Singapore,@regointeriordesign
Home Guide Design & Contracts Pte Ltd,84,4.9,Interior designer,"2 Leng Kee Rd, #02-03 Thye Hong Centre, Singapore 159086",homeguide.com.sg,https://www.google.com/maps/place/Home+Guide+Design+%26+Contracts+Pte+Ltd/data=!4m7!3m6!1s0x31da171425382a8b:0x91ff09fab206f8e9!8m2!3d1.291072!4d103.8148302!16s%2Fg%2F1thp5j5t!19sChIJiyo4JRQX2jER6fgGsvoJ_5E?authuser=0&hl=en&rclk=1,interior designer Bukit Timah Singapore,
Free Space Intent,83,4.6,Interior designer,"8 Ubi Rd 2, #07-06 Zervex, Singapore 408538",fsi.com.sg,https://www.google.com/maps/search/?api=1&query=Free%20Space%20Intent%208%20Ubi%20Rd%202%2C%20%2307-06%20Zervex%2C%20Singapore%20408538,interior design company Singapore,@freespaceintent
Posh Stone Pte. Ltd.,82,5,,"11 Woodlands Cl, #05-47 WOODLANDS 11, Singapore 737853",,https://www.google.com/maps/place/Posh+Stone+Pte.+Ltd./data=!4m7!3m6!1s0x31da13148679e741:0x28eec2a14267c0ce!8m2!3d1.4343653!4d103.8024411!16s%2Fg%2F11f4pndxx_!19sChIJQed5hhQT2jERzsBnQqHC7ig?authuser=0&hl=en&rclk=1,interior designer Woodlands Singapore,
T&T Design Artisan Pte Ltd,81,4.7,Interior designer,"1 Yishun Industrial Street 1, #08-23 A Posh BizHub, Singapore 768160",tnt-design.com.sg,https://www.google.com/maps/place/T%26T+Design+Artisan+Pte+Ltd/data=!4m7!3m6!1s0x31da139c13e8a2ef:0x6d1ca9692c01338!8m2!3d1.4374989!4d103.8419615!16s%2Fg%2F11fj1tkbhm!19sChIJ76LoE5wT2jEROBPAkpbK0QY?authuser=0&hl=en&rclk=1,interior designer Yishun Singapore,
Ethan Interiors Design Studio,80,4.8,Interior designer,"114 Lavender St., #07-62/63 CT Hub 2, Singapore 338729",ethaninteriors.com,https://www.google.com/maps/place/Ethan+Interiors+Design+Studio/data=!4m7!3m6!1s0x31da195ff0ef0337:0xb3b160724f070f45!8m2!3d1.3115988!4d103.8632371!16s%2Fg%2F11qh92s4cr!19sChIJNwPv8F8Z2jERRQ8HT3JgsbM?authuser=0&hl=en&rclk=1,interior designer Orchard Singapore,@ethaninteriors
Ecasa Studio Pte Ltd,79,4.8,Interior designer,"140 Paya Lebar Rd, #01-03 AZ@Paya Lebar, Singapore 409015",ecasa.com.sg,https://www.google.com/maps/place/Ecasa+Studio+Pte+Ltd/data=!4m7!3m6!1s0x31da174714499ee1:0xb13079832989f8fa!8m2!3d1.3272261!4d103.8905258!16s%2Fg%2F11f62l_j0_!19sChIJ4Z5JFEcX2jER-viJKYN5MLE?authuser=0&hl=en&rclk=1,interior designer Paya Lebar Singapore,@ecasa_studio
Desace Studio Pte Ltd,77,4.9,Interior designer,"9006 Tampines Street 93, #04-202, Singapore 528840",desace.com,https://www.google.com/maps/place/Desace+Studio+Pte+Ltd/data=!4m7!3m6!1s0x31da19cbe13cdc99:0xf13e450abbe55ec7!8m2!3d1.340221!4d103.9427066!16s%2Fg%2F1ptyfp6bf!19sChIJmdw84csZ2jERx17luwpFPvE?authuser=0&hl=en&rclk=1,interior designer Singapore,
I-Chapter,76,4.8,Interior designer,"83 Pasir Ris Heights, #01-04, Singapore 519283",i-chapter.com.sg,https://www.google.com/maps/place/I-Chapter/data=!4m7!3m6!1s0x31da16e8ce2814c7:0x3a112d33da3fb14e!8m2!3d1.3820968!4d103.9409971!16s%2Fg%2F1tx44jyq!19sChIJxxQozugW2jERTrE_2jMtETo?authuser=0&hl=en&rclk=1,renovation interior design Singapore,
NorthWest Interior Design pte ltd,74,4.3,Interior designer,"18 Boon Lay Wy, #01-93/94 Tradehub 21, Singapore 609966",northwestinterior.com,https://www.google.com/maps/place/NorthWest+Interior+Design+pte+ltd/data=!4m7!3m6!1s0x31da107567e322fb:0xb0f374ade8d1b5e5!8m2!3d1.3285752!4d103.7528212!16s%2Fg%2F1tqyb_v4!19sChIJ-yLjZ3UQ2jER5bXR6K1087A?authuser=0&hl=en&rclk=1,interior designer Jurong Singapore,@northwest.interior.design
Yujia Concept Decor Pte Ltd,72,4.8,Interior designer,"Boon Lay Wy, 8å·#02-13 ,8 é‚®æ”¿ç¼–ç : 609964",yujiainterior.com.sg,https://www.google.com/maps/place/Yujia+Concept+Decor+Pte+Ltd/data=!4m7!3m6!1s0x31da19e028865361:0x3b2ec04ee9e0045b!8m2!3d1.3274873!4d103.7534697!16s%2Fg%2F11b6vbhs6y!19sChIJYVOGKOAZ2jERWwTg6U7ALjs?authuser=0&hl=en&rclk=1,interior designer Jurong Singapore,@yujia_interior_design
Elysian Design Studio,71,4.5,Interior designer,"592A Balestier Rd, Singapore 329902",elysiandesign.com.sg,https://www.google.com/maps/place/Elysian+Design+Studio/data=!4m7!3m6!1s0x31da17f3450c44e1:0x9776ff716e464fdd!8m2!3d1.3266429!4d103.8426242!16s%2Fg%2F1q66_wkkx!19sChIJ4UQMRfMX2jER3U9GbnH_dpc?authuser=0&hl=en&rclk=1,interior designer Balestier Singapore,@elysiandesign.sg
The Makers Design Studio,70,5,Interior designer,"3 Pemimpin Dr, #08-02 Lip Hing Industrial Building, Singapore 576147",themakersdesignstudio.sg,https://www.google.com/maps/search/?api=1&query=The%20Makers%20Design%20Studio%203%20Pemimpin%20Dr%2C%20%2308-02%20Lip%20Hing%20Industrial%20Building%2C%20Singapore%20576147,interior design company Singapore,@themakersdesignstudio
The Design Scientists,68,5,Interior designer,"62 Ubi Rd 1, #01-40 Oxley BizHub 2, Singapore 408734",thedesignscientists.sg,https://www.google.com/maps/place/The+Design+Scientists/data=!4m7!3m6!1s0x31da19960de28e01:0x7eaea1b7083da084!8m2!3d1.3321228!4d103.8916719!16s%2Fg%2F11syfjf7fd!19sChIJAY7iDZYZ2jERhKA9CLehrn4?authuser=0&hl=en&rclk=1,interior designer Ubi Singapore,@thedesignscientists
THE MIND DESIGN,67,4.7,Interior designer,"81 Ubi Ave 4, #03-11 UB ONE, Singapore 408830",theminddesign.com.sg,https://www.google.com/maps/place/THE+MIND+DESIGN/data=!4m7!3m6!1s0x31da178cc5762961:0x4b3b7f8850048b4a!8m2!3d1.3334416!4d103.8917436!16s%2Fg%2F11bxc7fh6w!19sChIJYSl2xYwX2jERSosEUIh_O0s?authuser=0&hl=en&rclk=1,interior designer Ubi Singapore,@theminddesign
Black N White Haus,67,4.7,Interior designer,"71 Ubi Road 1 #09-43, Singapore 408732",blacknwhitehaus.com,https://www.google.com/maps/search/?api=1&query=Black%20N%20White%20Haus%2071%20Ubi%20Road%201%20%2309-43%2C%20Singapore%20408732,interior design company Singapore,@blacknwhitehaus
Darwin Interior North Branch,65,4.9,Interior designer,"21 Woodlands Cl, #01-29, Singapore 737854",darwininterior.com.sg,https://www.google.com/maps/place/Darwin+Interior+North+Branch/data=!4m7!3m6!1s0x31da1075641cb989:0xe3cc5a3c5b77011f!8m2!3d1.4351696!4d103.8048721!16s%2Fg%2F1tfglxlz!19sChIJibkcZHUQ2jERHwF3WzxazOM?authuser=0&hl=en&rclk=1,interior designer Woodlands Singapore,
Absolook Interior Design Pte Ltd,65,4.4,Interior designer,"26 Boon Lay Wy, #01-75, Singapore 609970",absolookid.com.sg,https://www.google.com/maps/search/?api=1&query=Absolook%20Interior%20Design%20Pte%20Ltd%2026%20Boon%20Lay%20Wy%2C%20%2301-75%2C%20Singapore%20609970,interior design company Singapore,@absolookid
The Interior Studio SG,64,4.9,Interior designer,"7 Gambas Cres, #01-26 ARK@Gambas, Singapore 757087",theinteriorstudio.com.sg,https://www.google.com/maps/place/The+Interior+Studio+SG/data=!4m7!3m6!1s0x31da13c223d4fab3:0xd414c64a9b0af72d!8m2!3d1.4445728!4d103.8123144!16s%2Fg%2F11stmws_18!19sChIJs_rUI8IT2jERLfcKm0rGFNQ?authuser=0&hl=en&rclk=1,interior designer Woodlands Singapore,@theinteriorstudiosg
VNA DESIGN PTE LTD,64,4.8,Interior designer,"432 Balestier Rd, #01-438, Singapore 329813",vnadesign.com.sg,https://www.google.com/maps/place/VNA+DESIGN+PTE+LTD/data=!4m7!3m6!1s0x31da175fe5086d07:0xf8d6bc96e6c95cd7!8m2!3d1.3264729!4d103.8486713!16s%2Fg%2F11gh6b_knw!19sChIJB20I5V8X2jER11zJ5pa81vg?authuser=0&hl=en&rclk=1,interior designer Balestier Singapore,@vna_design
L & CO INTERIOR PTE. LTD. (Interior Design Company),62,5,Interior designer,"66 Kallang Pudding Rd, #04-02 Hor Kew Business Centre, Singapore 349324",landco.com.sg,https://www.google.com/maps/place/L+%26+CO+INTERIOR+PTE.+LTD.+%28Interior+Design+Company%29/data=!4m7!3m6!1s0x31da1787e6731275:0x142410e5d778e83e!8m2!3d1.3272549!4d103.8789677!16s%2Fg%2F11h4dj698r!19sChIJdRJz5ocX2jERPuh41-UQJBQ?authuser=0&hl=en&rclk=1,interior design company Singapore,@landcointerior
Ritchie Creative Design,62,4.8,Interior designer,"144 Upper Bukit Timah Rd, #03-03 Beauty World Centre, Singapore 588177",ritchiecreative.sg,https://www.google.com/maps/place/Ritchie+Creative+Design/data=!4m7!3m6!1s0x31da108a6a44061f:0x3e8b39060b84c723!8m2!3d1.3423741!4d103.7762593!16s%2Fg%2F1th6bbnx!19sChIJHwZEaooQ2jERI8eECwY5iz4?authuser=0&hl=en&rclk=1,interior designer Bukit Timah Singapore,@ritchie_creative_design
RENODICTION PTE. LTD.,61,4.9,Interior designer,"430 Upper Changi Rd, #01-98, Singapore 487048",instagram.com,https://www.google.com/maps/place/RENODICTION+PTE.+LTD./data=!4m7!3m6!1s0x31da3d39b87fb2c7:0xcdf449ce9f0686f!8m2!3d1.3318464!4d103.9463496!16s%2Fg%2F11frm1z1y0!19sChIJx7J_uDk92jERb2jw6ZxE3ww?authuser=0&hl=en&rclk=1,interior designer Singapore,@renodiction
A & D Designer's Group Pte Ltd,60,4.9,Interior designer,"140 Paya Lebar Rd, #02-13 AZ@Paya Lebar, Singapore 409015",interior.sg,https://www.google.com/maps/place/A+%26+D+Designer%E2%80%99s+Group+Pte+Ltd/data=!4m7!3m6!1s0x31da17b4e5555555:0xe620ff5ae87e70b4!8m2!3d1.3273193!4d103.8909011!16s%2Fg%2F11b_1nd1zx!19sChIJVVVV5bQX2jERtHB-6Fr_IOY?authuser=0&hl=en&rclk=1,renovation interior design Singapore,@sginterior
Blank Interior Pte Ltd,59,4.9,Interior designer,"81 Ubi Ave 4, #03-23 UB One, Singapore 408830",blankinterior.com,https://www.google.com/maps/place/Blank+Interior+Pte+Ltd/data=!4m7!3m6!1s0x31da1761fad6f21f:0x78a32ab88ca74087!8m2!3d1.3336811!4d103.891948!16s%2Fg%2F11swz_k1f9!19sChIJH_LW-mEX2jERh0CnjLgqo3g?authuser=0&hl=en&rclk=1,interior designer Ubi Singapore,
E Modern Interior Design,59,5,Interior designer,"25 Kaki Bukit Rd 4, #07-57 Synergy @ KB, Singapore 417800",emoderninterior.com.sg,https://www.google.com/maps/place/E+Modern+Interior+Design/data=!4m7!3m6!1s0x31da17b7750fffff:0xd6b8f35863b44428!8m2!3d1.3397704!4d103.9105804!16s%2Fg%2F11lky58df1!19sChIJ__8PdbcX2jERKES0Y1jzuNY?authuser=0&hl=en&rclk=1,renovation interior design Singapore,@emoderninteriordesign
96 Interior Pte Ltd,58,4.5,Interior designer,"50 Ubi Cres, #01-10 Ubi Tech Park, Singapore 408568",96interior.com.sg,https://www.google.com/maps/place/96+Interior+Pte+Ltd/data=!4m7!3m6!1s0x31da1754b68390e3:0xa5455dba39a88bd9!8m2!3d1.3272309!4d103.896311!16s%2Fg%2F11rc6nyl66!19sChIJ45CDtlQX2jER2YuoObpdRaU?authuser=0&hl=en&rclk=1,renovation interior design Singapore,@96designersgroup
Design Story Pte Ltd,58,4.8,Interior designer,"27 Woodlands Industrial Park E1, Singapore 757718",designstory.com.sg,https://www.google.com/maps/place/Design+Story+Pte+Ltd/data=!4m7!3m6!1s0x31da136d549dfbf9:0x8987ff40df223064!8m2!3d1.4551799!4d103.79799!16s%2Fg%2F11g8v5bcln!19sChIJ-fudVG0T2jERZDAi30D_h4k?authuser=0&hl=en&rclk=1,interior designer Woodlands Singapore,@designstorysg
WK DESIGN SPACE PTE LTD,58,5,Interior designer,"1 Yishun Industrial Street 1, #03-24 A POSH BIZHUB, Singapore 768160",wkdesignspaceasia.com,https://www.google.com/maps/place/WK+DESIGN+SPACE+PTE+LTD/data=!4m7!3m6!1s0x31da151a6533a07d:0x2430e59c98e15b40!8m2!3d1.436958!4d103.8421412!16s%2Fg%2F11y9__hhds!19sChIJfaAzZRoV2jERQFvhmJzlMCQ?authuser=0&hl=en&rclk=1,interior designer Yishun Singapore,@wkdesignspace
Molecule Interior Design,57,4.9,Interior designer,"67 Ubi Road 1 #08-03, #1 Oxley Bizhub, 408730",moleculeinterior.com,https://www.google.com/maps/place/Molecule+Interior+Design/data=!4m7!3m6!1s0x31da17cbffc5afc9:0x4ee7e415427a6343!8m2!3d1.3323133!4d103.8904986!16s%2Fg%2F11sd6t7ql4!19sChIJya_F_8sX2jERQ2N6QhXk504?authuser=0&hl=en&rclk=1,interior designer Ubi Singapore,@moleculeinteriordesign
Design Avenue Pte Ltd,54,4.5,Interior designer,"586 Balestier Rd, #01-02, Singapore 329898",designavenue.sg,https://www.google.com/maps/place/Design+Avenue+Pte+Ltd/data=!4m7!3m6!1s0x31da193198ffb11f:0x9232f845f0ba2232!8m2!3d1.3268232!4d103.8432203!16s%2Fg%2F11h_3hzgdt!19sChIJH7H_mDEZ2jERMiK68EX4MpI?authuser=0&hl=en&rclk=1,interior designer Balestier Singapore,@designavenue.sg
J Design & Build Pte Ltd,53,4.8,Interior designer,"71 Woodlands Industrial Park E9, #07-08, Singapore 757048",jdesign.com.sg,https://www.google.com/maps/place/J+Design+%26+Build+Pte+Ltd/data=!4m7!3m6!1s0x31da1345ae9a44b9:0x6b649e00d1f0ba7b!8m2!3d1.448648!4d103.7975372!16s%2Fg%2F11gmj8249r!19sChIJuUSarkUT2jERe7rw0QCeZGs?authuser=0&hl=en&rclk=1,interior designer Woodlands Singapore,@jdesignnbuild
Moda Interior Design @ Tradehub21,52,4.8,Interior designer,"26 Boon Lay Wy, #01-76, Singapore 609970",modainterior.sg,https://www.google.com/maps/place/Moda+Interior+Design+@+Tradehub21/data=!4m7!3m6!1s0x31da11b7f5dd1327:0x5788480e31a7946e!8m2!3d1.329007!4d103.7522203!16s%2Fg%2F11vrb21z_9!19sChIJJxPd9bcR2jERbpSnMQ5IiFc?authuser=0&hl=en&rclk=1,interior designer Jurong Singapore,@modainterior.sg
Trinity interior design,50,5,Interior designer,"636 Hougang Ave 8, Block 636, Singapore 530636",facebook.com,https://www.google.com/maps/place/Trinity+interior+design/data=!4m7!3m6!1s0x31da17ca53911193:0xa3f1832dfc1eadd7!8m2!3d1.3707855!4d103.8789591!16s%2Fg%2F11h3k4v_6r!19sChIJkxGRU8oX2jER160e_C2D8aM?authuser=0&hl=en&rclk=1,renovation interior design Singapore,@trinityinteriordesign
Flying Ideas,46,4.9,Interior designer,"134 Jurong Gateway Road #02, #307D, Singapore 600134",flyingideas.com.sg,https://www.google.com/maps/place/Flying+Ideas/data=!4m7!3m6!1s0x31da0fdb501bb54d:0xa77f0b67e964ab5a!8m2!3d1.3342228!4d103.7389969!16s%2Fg%2F1tywvg4d!19sChIJTbUbUNsP2jERWqtk6WcLf6c?authuser=0&hl=en&rclk=1,interior designer Jurong Singapore,@flyingideas.sg
King Hall Design,44,4.9,Interior designer,"970 Geylang Rd, #01-07 Preloved - #02-01, Tristar Complex, Singapore 423492",linktr.ee,https://www.google.com/maps/place/King+Hall+Design/data=!4m7!3m6!1s0x31da1810ec83a559:0x709b2ace1f3650e6!8m2!3d1.3159526!4d103.8974522!16s%2Fg%2F11fm4y22nm!19sChIJWaWD7BAY2jER5lA2H84qm3A?authuser=0&hl=en&rclk=1,renovation interior design Singapore,@kinghalldesign
Mr Designer Gallery,44,4.9,Interior designer,"2 Yishun Industrial Street 1, Bizhub, #01-15 North Point, 768159",mrdesignergallery.sg,https://www.google.com/maps/place/Mr+Designer+Gallery/data=!4m7!3m6!1s0x31da1548a3cb9435:0xe584a26ae3172c40!8m2!3d1.4357634!4d103.8434048!16s%2Fg%2F11l34vh5b3!19sChIJNZTLo0gV2jERQCwX42qihOU?authuser=0&hl=en&rclk=1,interior designer Yishun Singapore,@mrdesignergallery
Design Identity,42,4.5,Interior designer,"28 Senang Cres, #02-09, Bizhub28 416601",designidentityinterior.com,https://www.google.com/maps/place/Design+Identity/data=!4m7!3m6!1s0x31da1928755a713b:0x42aeba5ad9fc43f1!8m2!3d1.3274171!4d103.9182282!16s%2Fg%2F11f794n9q5!19sChIJO3FadSgZ2jER8UP82Vq6rkI?authuser=0&hl=en&rclk=1,renovation interior design Singapore,@designidentitysg
Project L Studio,42,4.9,Interior designer,"67 Ubi Rd 1, #08-02 OXLEY BIZHUB, Singapore 408730",projectlstudio.com,https://www.google.com/maps/place/Project+L+Studio/data=!4m7!3m6!1s0x31da176a8d501449:0x76b7abe8045c2dd9!8m2!3d1.3320649!4d103.8908485!16s%2Fg%2F11txhqhl9y!19sChIJSRRQjWoX2jER2S1cBOirt3Y?authuser=0&hl=en&rclk=1,interior designer Ubi Singapore,@projectl_studio
ARTrend Design Pte Ltd,39,4.6,Interior designer,"Blk 2 Balestier Rd, #04-641 Balestier Hill Shopping Centre, Singapore 320002",artrend.com.sg,https://www.google.com/maps/place/ARTrend+Design+Pte+Ltd/data=!4m7!3m6!1s0x31da19df7b3bcb49:0xd31ba5e63d664d8c!8m2!3d1.3263908!4d103.8433981!16s%2Fg%2F1vbnlxvw!19sChIJScs7e98Z2jERjE1mPealG9M?authuser=0&hl=en&rclk=1,interior designer Balestier Singapore,ARTrend Design
Hash Interior Pte Ltd,39,4.9,Interior designer,"Yishun Street 23, #04-42 YS-One, Block 1, Singapore 768441",hashinterior.com.sg,https://www.google.com/maps/place/Hash+Interior+Pte+Ltd/data=!4m7!3m6!1s0x31da1461ce4fbb4b:0x8fd4da5fd80cca55!8m2!3d1.4384371!4d103.8414092!16s%2Fg%2F11bzvz11qr!19sChIJS7tPzmEU2jERVcoM2F_a1I8?authuser=0&hl=en&rclk=1,interior designer Yishun Singapore,@hash.interior
Ngieng Spatial Design (Singapore Interior Studio with In-House Carpenter & HDB license contractor),39,4.8,Photo of Ngieng Spatial Design (Singapore Interior Studio with In-House Carpenter & HDB license contractor),"3 Woodlands Industrial Park E1, Singapore 757726",ngiengspatialdesign.com,https://www.google.com/maps/place/Ngieng+Spatial+Design+%28Singapore+Interior+Studio+with+In-House+Carpenter+%26+HDB+license+contractor%29/data=!4m7!3m6!1s0x31da13138f54abc1:0x43a4c06242d859ff!8m2!3d1.4531378!4d103.7947851!16s%2Fg%2F11j2xn17tl!19sChIJwatUjxMT2jER_1nYQmLApEM?authuser=0&hl=en&rclk=1,interior designer Woodlands Singapore,@_ngieng_spatial_design
SG Renovate - Interior Design Renovation Firm Singapore,39,5,Interior designer,"38 Mayo St, Singapore 208318",renovate.sg,https://www.google.com/maps/place/SG+Renovate+-+Interior+Design+Renovation+Firm+Singapore/data=!4m7!3m6!1s0x31da19ccac8e65bb:0xa0c629d4039e5cb4!8m2!3d1.3044887!4d103.8534345!16s%2Fg%2F11fml111p6!19sChIJu2WOrMwZ2jERtFyeA9QpxqA?authuser=0&hl=en&rclk=1,renovation interior design Singapore,@sgrenovate
M-Concept Interior,35,4.7,Interior designer,"18 Boon Lay Way, 18 @, #01-109 Trade Hub 21, 609966",mconceptinterior.sg,https://www.google.com/maps/place/M-Concept+Interior/data=!4m7!3m6!1s0x31da11ce774e68bd:0x77b9d4f3ea562b30!8m2!3d1.328296!4d103.7531194!16s%2Fg%2F11kph6dw8y!19sChIJvWhOd84R2jERMCtW6vPUuXc?authuser=0&hl=en&rclk=1,interior designer Jurong Singapore,@mconceptinterior
Medina Design & Interiors,31,5,Interior designer,"473 Tampines Street 43, #02-100, Singapore 520473",medina.sg,https://www.google.com/maps/place/Medina+Design+%26+Interiors/data=!4m7!3m6!1s0x31da3d051ae40f09:0xb6f6e114c6c71644!8m2!3d1.3591152!4d103.9532205!16s%2Fg%2F11fhn6zcsq!19sChIJCQ_kGgU92jERRBbHxhTh9rY?authuser=0&hl=en&rclk=1,interior designer Singapore,@medinadesigninteriors
Brown Studio Interior Design,28,5,Interior designer,"21 Bukit Batok Cres, #14-72, Singapore 658065",brownstudio.com.sg,https://www.google.com/maps/place/Brown+Studio+Interior+Design/data=!4m7!3m6!1s0x31da11f800d13273:0x61575d09ceb3d8b4!8m2!3d1.3371946!4d103.7595794!16s%2Fg%2F11j4cmh3fs!19sChIJczLRAPgR2jERtNizzgldV2E?authuser=0&hl=en&rclk=1,interior designer Bukit Timah Singapore,@brownstudiointerior
Eight Design (West Showroom) - Best Interior Design Services Singapore,28,4.8,Interior designer,"26 Boon Lay Wy, #01-84 Tradehub 21, Singapore 609970",eightdesign.com.sg,https://www.google.com/maps/place/Eight+Design+%28West+Showroom%29+%E2%80%93+Best+Interior+Design+Services+Singapore/data=!4m7!3m6!1s0x31da113093f66649:0x37299797503caf86!8m2!3d1.3289818!4d103.7515744!16s%2Fg%2F11vsts8cpb!19sChIJSWb2kzAR2jERhq88UJeXKTc?authuser=0&hl=en&rclk=1,interior designer Jurong Singapore,@eightdesign.sg
LE Interi Design,28,4.8,Interior designer,"101 Woodlands Ave 12, #03-06 Polaris @ Woodlands, Singapore 737719",leinteri.com,https://www.google.com/maps/place/LE+Interi+Design/data=!4m7!3m6!1s0x31da3d1213e5db4d:0xf3075f40c2357dff!8m2!3d1.4399802!4d103.8088227!16s%2Fg%2F11c59x1xw4!19sChIJTdvlExI92jER_301wkBfB_M?authuser=0&hl=en&rclk=1,interior designer Woodlands Singapore,@le_interi_design_
JD Interior Pte Ltd,26,5,Interior designer,"6 Yishun Industrial Street 1, #04-03 Northview Bizhub, Singapore 768090",jdinterior.sg,https://www.google.com/maps/place/JD+Interior+Pte+Ltd/data=!4m7!3m6!1s0x31da1500722a3427:0xcb01d083ba301cb0!8m2!3d1.4369957!4d103.8432506!16s%2Fg%2F11w42q9xhj!19sChIJJzQqcgAV2jERsBwwuoPQAcs?authuser=0&hl=en&rclk=1,interior designer Yishun Singapore,@jdinteriorsg
Urban Nest Design,25,5,Interior designer,"81 Ubi Ave 4, #03-26 UB One, Singapore 408830",urbannest.sg,https://www.google.com/maps/place/Urban+Nest+Design/data=!4m7!3m6!1s0x31da175c2b925845:0x8bbf9614e29419b4!8m2!3d1.3334416!4d103.8917436!16s%2Fg%2F11v9yk4g88!19sChIJRViSK1wX2jERtBmU4hSWv4s?authuser=0&hl=en&rclk=1,interior designer Ubi Singapore,@urbannestsg
Hey Montgomery,21,5,Interior designer,,heymontgomery.com,https://www.google.com/maps/place/Hey+Montgomery/data=!4m7!3m6!1s0x31da19e04e3951c1:0xedf52c74149a60e!8m2!3d1.314!4d103.84425!16s%2Fg%2F11lwjp54pj!19sChIJwVE5TuAZ2jERDqZJQcdS3w4?authuser=0&hl=en&rclk=1,interior designer Orchard Singapore,@hey.montgomery
Yang's Inspiration Design,,,,,,,added from user-supplied IG handle,@yangsinspirationdesign
AC Vision Design,,,,,,,added from user-supplied IG handle,@acvisiondesign
Image Creative Design,,,,,,,added from user-supplied IG handle,@imagecreativedesign
Jialux Interior,,,Interior designer,,,,Qanvast SuperTrust 2026,Jialux Interior
7 Sense Studio,,,Interior designer,,,,Qanvast SuperTrust 2026,7 Sense Studio
Thom Signature Design,,,Interior designer,,,,Qanvast SuperTrust 2026,Thom Signature Design
Brick & Decor,,,Interior designer,,,,Qanvast SuperTrust 2026,Brick & Decor
Charlotte's Carpentry,,,Interior designer,,,,Qanvast SuperTrust 2026,Charlotte's Carpentry
Comuna Interiors,,,Interior designer,,,,Qanvast SuperTrust 2026,Comuna Interiors
Flo Design,,,Interior designer,,,,Qanvast SuperTrust 2026,Flo Design
H Design,,,Interior designer,,,,Qanvast SuperTrust 2026,H Design
HOFT,,,Interior designer,,,,Qanvast SuperTrust 2026,HOFT
Inizio Atelier,,,Interior designer,,,,Qanvast SuperTrust 2026,Inizio Atelier
Insight.Out Studio,,,Interior designer,,,,Qanvast SuperTrust 2026,Insight.Out Studio
Massing Design,,,Interior designer,,,,Qanvast SuperTrust 2026,Massing Design
